Marca temporal,¿Qué herramienta estás evaluando?,1. La herramienta fue fácil de usar,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados.",3. La herramienta me pareció innecesariamente compleja.,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos.",5. Encontró inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.).",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés.,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje.,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase.,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante.,11. El juego facilitó mi participación durante la actividad.,12. Explica cómo influyó el juego en tu participación.,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés?,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta?,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías?",¿Qué herramienta estás evaluando? 2,1. La herramienta fue fácil de usar 2,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 2",3. La herramienta me pareció innecesariamente compleja. 2,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 2",5. Encontré inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 2",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 2,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 2,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 2,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 2,11. El juego facilitó mi participación durante la actividad. 2,12. Explica cómo influyó el juego en tu participación. 2,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 2,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 2,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 2",¿Qué herramienta estás evaluando? 3,1. La herramienta fue fácil de usar 3,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 3",3. La herramienta me pareció innecesariamente compleja. 3,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 3",5. Encontré inconsistencias en el funcionamiento de la herramienta. 2,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 3",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 3,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 3,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 3,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 3,11. El juego facilitó mi participación durante la actividad. 3,12. Explica cómo influyó el juego en tu participación. 3,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 3,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 3,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 3"
2026-04-15 21:44:54.652,Duolingo,5,No hubo complicaciones,1,No es compleja de usar,1,No existen inconsistencias,4,"Me ayudaron a recordar palabras básicas, pero para uso de lenguaje formal no es muy recomendable",5,La existencia de racha,5,Me dio retroalimentación positiva,Definición de palabras y corrección de errores,Ninguna,Ningún cambio,Grammar Ninja,5,No hubo dificultad,1,"Ningun elemento fue confuso, todo fue entendible",1,No hubo inconsistencias,5,Ayuda a entender el tópico seleccionado,2,No es muy didáctico y la retroalimentación es casi nula,5,Es muy sencillo cuando es opción múltiple,El uso de imágenes para entender que es cada cosa,La corrección al instante de la pregunta,"Que la respuesta esté al final de la prueba, debido a que se vuelve monótono seleccionar al azar hasta encontrar la correcta",British Council Games,2,La traducción al español es horrible y el tiempo que se da es corto,1,"No es compleja, cumple los requisitos para la aplicación",1,No hubo inconsistencias,2,La nula retroalimentación que da el juego al momento de equivocarse,2,Se sintió como una prueba de cualquier plataforma educativa,1,La aparición de anuncios después de cada lección se vuelve molesto,Ninguno,La dificultad de cerrar un anuncio y la interfaz muy básica y no tan llamativa,Mejora la interfaz del usuario y disminuir la aparición de anuncios
2026-04-15 21:49:33.298,Duolingo,5,Hay veces que marca un error pero no dice cual es el error,2,No me parece compleja,3,"instrucciones que a veces no están del todo claras, errores que no hay retroalimentación",4,"Me ayudó a practicar mi nivel de ingles, pero para aprender más hay que ser muy constante ya que son muchos niveles de los cuales se repiten los mismos ejercicios",4,"hay audios para practicar el listening como la escritura, también hay juegos como para realizar actividades",5,"Mediante las rachas ya que crean un compromiso diario para aprender, ya que el miedo a perderla hace que uno entre a la app todos los días","los ejercicios cortos, ya que cuando son loargos genera pereza practicar; los ejercicios de audio son de gran ayuda ya que es la forma en que en la vida real se usa más. Además que se puede repetir los audios por si uno no logra escuchar bien la primera vez","La app me dice cuando estoy mal, a veces me muestra el por qué, a veces no, pero antes de iniciar cada unidad debería enseñarme la gramática para poder repasar.","Crear un índice donde esten las reglas gramaticales de cada unidad, y que todos los errores tengan retroalimentación",Grammar Ninja,3,"no me dice como iniciar o qué hacer específicamente, hay que intuir",3,"las funciones de los íconos no estan muy claras, no sé cuál función tienen la mayoría",3,"instrucciones poco claras, no sé como seguir, si tengo un error tengo que iniciar denuevo desde el principio",3,"no me dice por qué estoy mal solo me pone error, todo está en ingles lo cual no me parece correcto porque si hay algo que no entiendo tendria que traducirlo en otra página",2,"no es muy intuitiva, selecciono una sección y ya no puedo retroceder a la página inicial por si quiero cambiarme a otra sección",2,"no mucho porque no ayuda a que aprenda como tal, no me da retroalimentación de mis errores",las imágenes,"no existe retroalimentación de errores, no hay como navegar libremente","navegación libre entre las secciones, retroalimentación, aumentaría las reglas de la gramática y las instrucciones o secciones en español",British Council Games,4,no me parecio dificil de usar,1,"no, de hecho es muy intuitiva con el muñequito que te explica que hacer",1,"no, si está claro como jugar",3,"es divertido y da adrenalina al poner tiempo, pero no explica los errores",5,"el tiempo que da, ya que de eso depende la puntuacion y que si te equivocas resta puntos",5,"me incentiva a responder pronto ya que solo da un minuto, depende de mi cuantas preguntas puedo responder",varios temas a esoger,no me da retroalimentación de mis errores,una parte que explique gramática y al final incluyera retroalimentacion de los errores para no volver a equivocarme con lo mismo
2026-04-15 22:30:59.406,Duolingo,4,"Al momento de iniciar cursos sin haber realizado login aún, esto no te deja volver desde cero. Por ejemplo, si elegiste mal el nivel del idioma no te permite editar esa información o no te permite eliminar un idioma que has agregado.",1,No fue compleja.,4,"Me pasó que, al elegir cursos antes de iniciar sesión y luego recién intentar hacer el login el sistema se queda pegado cargando cuando intento entrar. Lo curioso es que la cuenta sí se valida, pero la pantalla no avanza. Por lo tanto, tengo que cerrar y volver a abrir Duolingo para darme cuenta de que ya estoy logueado",5,Es útil por su enfoque en la fonética y el habla. El sistema de repetición de errores y el uso de diálogos prácticos permiten que el vocabulario se fije mejor en la memoria.,5,El interés se mantiene gracias al refuerzo positivo (mensajes y sonidos) y a una interfaz visual cuidada. El uso de colores temáticos basados en las banderas de cada idioma hace que la experiencia sea inmersiva y visualmente cómoda.,5,"En mi caso, el juego facilitó mucho mi participación y me dio ganas de seguir aprendiendo. Soy una persona un poco competitiva, por lo que recibir recompensas al ganar o hacer las actividades correctamente me mantuvo muy motivada e interesada en avanzar con las lecciones.",Las distintas secciones que tiene como lo son las letras para mejorar mi pronunciación y las prácticas y desafíos en la herramienta.,- No es lo suficientemente claro y fácil de llegar a la opción de eliminar o reiniciar un curso,"Colocar preguntas de acuerdo al nivel que eliges en el idioma, porque si eliges niveles avanzados como saber conversar o similar, igual siguen saliendo preguntas básicas (como, cómo se dice carro en inglés?)",Grammar Ninja,4,Hay actividades que no se entiende qué hay que hacer hasta que tú mismo encuentras la forma de resolver. No es intuitivo,1,No fue compleja.,2,"Hay juegos que no tienen instrucciones, así como también, hay secciones de la herramienta que tienen scroll muy extenso y no tienen un botón para ir al top de la página.",5,"Son juegos sencillos y se relcaionan directamente con el tema que escojes. Además, es practico para la escucha y saber como pronunciar bien las palabras. Además, tiene partes en donde no solo aprendes inglés sino geografía u otras cosas.",4,"Me pareció muy interesante el diseño y el uso de colores cálidos, ya que evitan que se canse la vista al practicar. Sin embargo, creo que algunos juegos pierden la chispa de diversión y se sienten demasiado como una clase normal. En esos momentos, parece que solo estás estudiando y se pierde la sensación de estar jugando.",4,"Mi participación se vio motivada por la integración de contenidos interdisciplinarios. Me resultaron especialmente interesantes las mecánicas de traducción que incluían datos geográficos, como la ubicación de países y sus gentilicios. Esta combinación de aprendizaje de idiomas con cultura general mantuvo mi interés constante, ya que disfruto ampliar mis conocimientos.",La principal fortaleza es la diversidad de su contenido. La herramienta ofrece una amplia variedad de módulos que permiten reforzar desde conceptos básicos (colores y días de la semana) hasta temas más complejos como tiempos verbales y vocabulario especializado.,"El problema es que, aunque hay muchas opciones y eso es bueno, a veces se siente un poco desordenado. Hace falta algún tipo de filtro o una mejor organización para no perderse entre tantas funciones.",Implementar filtros de búsqueda y mejorar el diseño lúdico de los ejercicios para que la experiencia sea siempre entretenida y no puramente académica.,British Council Games,5,No tuve dificultades,1,No fue compleja,1,No tuvo inconsistencias,5,La herramienta favorece el aprendizaje mediante un ciclo de retroalimentación efectiva. El uso de límites de tiempo por respuesta y la posibilidad de repetir las lecciones hasta alcanzar la perfección permiten consolidar los conocimientos a través de la repetición dirigida y el análisis de errores al finalizar cada sesión.,5,"La actividad es dinámica gracias a la variedad de temáticas y al uso de temporizadores. Además, la implementación de una tabla de posiciones (leaderboard) estimula la competitividad saludable, lo que incrementa el compromiso del usuario y motiva la persistencia en el juego.",5,"Para mí, el juego fue clave porque sacó mi lado competitivo y eso me mantuvo jugando y aprendiendo por mucho más tiempo. Me motivó mucho el hecho de ganar puntos por cada respuesta correcta y perderlos al equivocarme, ya que te obliga a prestar más atención. Al final, me pareció una forma muy divertida de mantenerme constante.","Me gusta mucho que tengan secciones específicas para gramática, vocabulario y ortografía con sus propios subtemas. Esto te da la libertad de estudiar lo que prefieras. Además, los temas no son demasiado simples, sino que se enfocan en cosas que realmente necesitas saber para dominar el inglés.","No experimenté problemas técnicos funcionales; la herramienta es estable y cumple su propósito. Sin embargo, existe un área de oportunidad en la interfaz de usuario (UI), ya que el diseño actual se percibe demasiado simplista o anticuado en comparación con estándares modernos.","Recomendaría una modernización estética de la interfaz para que sea más dinámica y menos rígida (evitando el exceso de formas rectangulares o ""cuadradas""), mejorando así la experiencia visual del usuario."
2026-04-15 23:10:59.014,Duolingo,4,no hubo complicación,1,no hubo complejidad,4,El boton de duolingo no tiene ninguna funcionalidad y se confunde con el de home.,4,No ayudó a mi aprendizaje porque en la prueba de ubicación me puso en un nivel que era muy fácil porque la prueba fue de 5 preguntas.,4,"Las diferentes dinámicas como seleccionar pares de palabras, traducir y las secciones contratiempo hicieron que la aplicación sea más interesante",4,"Fue muy bueno porque me ponía objetivos a alcanzar, como rachas periódicamente, y los diferentes podios que tiene",Que estaba en inglés y su traducción.,Ninguna,Pusiera ejercicios más variados o complicados y algo corto como mensajes explicando la teoría,British Council Games,4,no tuve dificultades,2,no fue compleja,2,el botón de leaderboard al ingresar no muestra nada y se queda cargando indefinidamente si se ingresa como invitado,4,Sí ayudó a mi aprendizaje porque tenia diferentes temáticas y secciones.,4,"Fue interesante porque hay actividades que muestran diferentes oraciones o palabras según el contexto elegido, además de la reducción de puntos, y el contratiempo",4,"Al haber el leaderboard hace que sea más participativo, sin embargo esto solo funciona logueandose",las secciones de grammar y words,ninguna,le agregaría una parte de teoría que explique ciertas reglas gramáticas o significados de palabras desconocidas traducidas al idioma español,Grammar Ninja,4,no fue complicado,2,no fue compleja,1,no observe inconsistencias,3,ayudo parcialmente porque tiene diferentes secciones para aprender,3,fue interesante los gráficos y la variedad de cartas para aprender,3,fue interesante las diferentes secciones pero no fue la herramienta que más facilito mi participación en la actividad,las cartas de frases metafóricas,ninguna,le quitaría tantos colores e imágenes con IA
2026-04-16 10:05:27.741,Duolingo,5,No se encontraron dificultades,1,La herramienta no es compleja,5,No se encontraron inconsistencias,5,"Se pueden desarrollar varias habilidades (speaking, grammar, listening)",5,La variedad de actividades hace que la herramienta sea interesante,4,Es fácil de usar pero el sistema de energía y la cantidad de anuncios pueden crear renuencia en el usuario,"El poder desarrollar diferentes habilidades (aprender vocabulario, speaking, listening)
Se puede utilizar la herramienta incluso si el usuario posee conocimiento avanzado del idioma",El sistema de energía no le permite al usuario jugar tanto como quisiera,Eliminar el sistema de energía y los anuncios,Grammar Ninja,5,No se encontraron dificultades,1,La herramienta no es compleja,4,"Cuando se está seleccionando un nivel, existen dos botones para volver al menú principal. Esto aumenta la complejidad visual y puede llegar a confundir al usuario.
El botón de menú y el botón de ayuda deberían ser botones separados.",4,"El juego puede resultar útil para usuarios de nivel básico, si un usuario posee conocimiento avanzado de inglés no es de tanta ayuda.",4,La temática ninja puede resultar llamativa al principio pero no tiene contenido suficiente como para elegir a esta herramienta por encima del aprendizaje tradicional.,5,Es sencillo de utilizar y las mecánicas del juego son fáciles de aprender para cualquier usuario,Se tiene un menú de ayuda donde se le explica al usuario que tipo de palabras son las que debería elegir,No existieron problemas al utilizar la herramienta,Debería tener niveles más complejos para usuarios más avanzados,British Council Games,5,No se encontraron dificultades,1,La herramienta no es compleja,1,No se encontraron inconsistencias,3,No existen muchos modos de juego y los que hay no son muy variados,1,No tiene nada que lo distinga del aprendizaje tradicional,3,La herramienta es sencilla de usar pero no existe nada que motive al usuario a usarla,Se pueden aprender temas como spelling y gramática,"El contenido para aprender inglés está dirigido a usuarios con conocimientos básicos, un usuario con conocimiento de inglés más avanzado no encontraría útil a este juego.",Aumentar la complejidad
2026-04-16 10:09:21.488,Duolingo,5,Ninguno,1,Ninguno,2,"Tal vez las indicaciones para una persona que no usa nunca la aplicación puedan ser un poco confusas, casi nada pero.",5,"Es bueno para aprender grammar y saber el orden y de las palabras pero no es muy concreta con los tiempos y las oraciones compuestas para poder hablar en inglés, tal vez en un nivel más alto funcione mejor.",5,Es más jugable y se puede divertir una persona más que en una clase,5,Es la aplicación más fácil de entender y no se pierde demasiado en ella,Los juegos son intuitivos y para cualquier edad,Un poquito implícitas las explicaciones para alguien que no usa teléfonos o computadoras nunca.,Que las explicaciones Sean súper claras para personas que no usan nunca herramientas digitales duolingo,Grammar Ninja,5,"Ninguno, la página es simple",1,"No, es demasiado simple",1,"Ninguna inconsistencia más que las explicaciones, aunque es muy fácil de entender por la simplicidad de la página",5,Probable de las que más ayude por que son frases en inglés que se deben utilizar bastante o nos mejoran en aprendizaje,4,"Un poco más interesante, es atractivo y si enseña de verdad.",4,Si ayuda por que es una forma de entender mejor el inglés y ayuda a tener una mayor perspectiva del aprendizaje más que solo palabras.,Las oraciones compuestas que da al hacer los ejercicios,Es bastante simple así que no hubo tantos problemas,"Las explicaciones tal vez, por lo demás está bien.",British Council Games,3,Es muy poco intuitiva y tosca,3,"Los mensajes, los botones y que hace cada cosa, solo da una breve explicación al inicio.",2,No inconsistencias como tal pero es muy poco intuitiva,3,"Más o menos, es solo explicar las palabras y seleccionar no tiene un enganche para seguir.",2,Es casi como una clase o hasta menos estimulante como las anteriores paginas,4,Me dio otra perspectiva a comparación de las anteriores páginas dado que esta tiene una calidad más baja,Solo las palabras,Las explicaciones y es fácil de perderse,Un cambio visual y en las explicaciones y extender más el manejo de aprender inglés por esta aplicación
2026-04-16 10:09:42.415,Duolingo,4,No,2,Fue intuitiva,1,Fue claro para mí persona,4,Me ayudó a utilizarlo en contextos prácticosb,4,Poder ganar puntos y trofeos hacia que este más al tanto de lo que respondo,4,Tenía que estar más pendiente de lo que hacía,La gamificación y estratificación,Al usarla no encontré probleas,"Intentar poner situaciones con nativos, porque los de practica son muy lentos para hablar",Grammar Ninja,3,Mmm poco intuitivo de lo que se debe hacer,3,"Hay que tener conocimientos del lenguaje, en si, si se es hablante enseña",1,No hay tanta inconsistencia,1,"Hay términos, que no se conocen en un principio entonces no tengo idea de si es un verbo o no, un pronombre o no y tengo que salir a herramientas externas",4,"A pesar de eso, si es interesante aprender a identificar la gramática",4,Es más divertido tirar estrellas ninja a la gramática,"Considero que enseña, pero una vez tengas las bases y al menos se conozca, +200 palabras más no para un principiante del inglés",No tiene un diccionario,"Tragar de gamificar mejor, es decir que a través de las lecciones de gramática se enseñe el significado, la interpretación y las cosas como funcionan en su contexto",British Council Games,5,No tuve,2,No es compleja de usar,3,En la entrega de certificados como que no funciona bien,4,Están pensadas por niveles,4,El temporizador,4,Me hizo estar más atento a mis respuestas,Los juegos como tal,"Se queda un poco corto para lo que es avanzado, pero cumple su objetivo","Hacer para todas las edades, me refiero para adultos y con inglés un poco más avanzado"
2026-04-16 10:14:02.717,Duolingo,4,"No tuve dificultades al usar la herramienta, es bastante intuitiva",2,"Es bastante simple, con elementos mu intuitivos",2,no ncontre errores en mi experiencia,3,"EL juego ayuda maormente en el vocabulario, mas no en gramatia o hablar en inglés",4,El hecho de que pareca un juego me ayudó bastante a retener mi atención,4,"En cada actividad requiere mi participación, lo que me resulto muy productivo",El nuevo vocabulario y los ejemplos con udio de la pronunciación,"No siento que logro formar conocimiento a partir de los ejercicios, solo repetir y repetir palabras.",mas enfoque en gramatica y expresiones coloquiales,Grammar Ninja,4,No tuve dificultad,2,Es muy simple,2,En la version para celular esta mal cuadrado el fondo,3,Los ejercicios son muy repetitivos y no usa ejemplos útiles,2,Los ejercicios son muy repetitivos y monótonos,3,"Está bien, pero no es tan interactivo","La gramática me resultó útil, utiliza imagenes muy bien enfocadas en el aprendizaje",Perdió mi tención muy rápido,Diversidad de ejercicios y audio para pronunciación,British Council Games,3,Los anuncios no me permiten tener una buena xperiencia,1,bastante intuitiva y orgaizada,2,no enontre errores,4,Tiene varios temas que realmente son utiles,5,"esta bastante bien la interfaz, sin embargo sigue siendo una hoja de actividades digital",4,gran variedad de actividades,Los temas muy variados y organizados por dificultad,Los anuncios están mal implementados,IMplementar un boton que me diga en audio la pronunciación de las palabras
2026-04-16 10:14:19.474,Duolingo,5,fue muy facil de utilizar,1,no fue compleja,2,"Al momento de estar en una leccion de audio/hablar y se te desconecta el internet, la leccion te lleva al final como resulta automaticamente. En los ejercicios de hablar a veces falla en la deteccion de lo que se dice.",4,Ayudo porque existen varios modos en los que uno puede entrenar,5,Los aspectos que lo hacen mas interesantes es que son micro lecciones y que nos retorna una retroalimentacion inmediata.,5,"Al ser un juego el miedo a equivocarme se pierde, esto hace que participe de forma mas activa y frecuente.",Que se presente el ejercicio en el que falle nuevamente para poder corregirlo. Saber si la respuesta es correcto o incorrecta inmediatamente.,En ocasiones el micrófono no capta bien la pronunciación.,Añadir un modulo de gramatica,Grammar Ninja,5,no se me dificulto usarla,2,no existian instrucciones explicitas en los ejercicios,2,no existian instrucciones explicitas en los ejercicios,3,las palabras eran acorde a las imagenes que se presentaban,3,Lo hicieron mas interesante que sea dinamico al momento de ir eligiendo la palabra entre las opciones disponibles y si marcabas una incorrecta tenias la opcion de seguir marcadno hasta que selecciones la correcta. Que existiera timepo para contestar y ademas un score lo volvio mas competitivo y entretenido.,4,Las ilustraciones ayudan a asociar el phrasal verb directamente con una situación de la vida real,La relación entre las ilustraciones y los phrasal verbs permite entender el significado por contexto directamente. El uso del cronometro y el score motiva a pensar rápido,"En algun nivel, la ilustración puede estar un poco confusa",Añadir al final una seccion para ver los errores y una explicacion mas detallada de estos.,British Council Games,3,"Lo más complicado fue la navegación inicial, ya que la interfaz se siente un poco saturada",3,La organización de los temas de vocabulario y gramática podría ser más intuitiva,2,La principal inconsistencia está en la integración de los anuncios,3,No es tan efectiva para aprender conceptos nuevos desde cero,3,La interrupción constante de anuncios,2,La participación se vio afectada por la frecuencia de los anuncios,El sistema de cronómetro ayuda a practicar la velocidad de respuesta,La presencia de anuncios entre niveles rompe la concentración,Actualizaría el diseño visual para hacerlo más fluido y eliminaria los anuncios
2026-04-16 10:14:47.655,Duolingo,4,Los anuncios no me dejaban seguir con la lección,1,Las pistas de las lecciones me confundieron,1,No encontré una inconsistencia visible,4,Me ayuda a memorizar palabras,5,Hay recompensas,3,Puse atención,Los ejercicios de audio,Muchas preguntas al iniciar a utilizar la aplicación,Que la versión gratis tenga más vidas para seguir practicando,Grammar Ninja,3,La primera vez que abrí el juego no entendí qué tocaba hacer.,1,No es compleja,2,Instrucciones poco claras,3,Los dibujos ayudaban a entender las palabras.,4,Los sonidos y el temporizador son interesantes.,4,Me concentré en el juego.,Las imágenes,La interfaz es muy antigua,Actualizar la interfaz.,British Council Games,3,No hay botones intuitivos.,1,Me confundí al usar algunos botones.,3,Instrucciones poco claras para alguien que usa el juego por primera vez.,3,Me hubiera gustado que expliquen por qué las respuestas que puse están mal.,4,Hace falta más imágenes para entender las oraciones que ponen.,4,Puse atención en el juego para poder entender qué errores o ideas aportan en mi aprendizaje.,Las imágenes que se utilizan para representar una idea.,La interfaz es demasiado antigua.,Actualización de la interfaz y poner más imágenes para representar vocabulario.
2026-04-16 10:14:49.915,Duolingo,5,no fue dificil,1,no lo fue,1,no,5,me ayudo a la pronunciación,5,las animaciones,5,"con preguntas interactivas, juegos de plabras",el speaking,ninguna,no haria ningun cambio,British Council Games,3,spam y publicidad a mitad de las preguntas,2,"quiza, al principio muchas demasiadas opciones para jugar y registrarse",3,quiza que no hay un limite para omitir preguntas y si las omites ya no vuelven a aparecer las mismas,4,si ayudo aunque perdio un poco de interactividad y dinamismo,3,"lo senti igual a una clase tradicional, era como hacer una prueba de seleccion multiple",1,no ya que tiene mucha publicidad,la seleccion multiple y juego de palabras,el spam,mas dinamismo mejor colores y cambios de formatos a medida que se avance de preguntas,Grammar Ninja,5,ninguna,1,no lo fue,1,ninguna,3,si lo hizo sin embargo no sabia que significaban algunas frases necesitaba la traduccion,4,"mas dinamismo, mas juegos de palabras",5,opciones multiples dibujos temporizador,"el audio, la voz pronunciaba en ingles la oracion que formaba",ninguna,la traduccion en espanol textual en la parte inferior
2026-04-16 10:17:26.706,Duolingo,5,es una herramienta fácil de usar.,1,No hubo elementos confusos.,1,No encontré ninguna,3,"El juego ayuda a aprender el ingles, sin embargo, si se selecciona un nivel básico, la app lo vuelve mucho mas básico de lo que debería serlo. Iniciando con palabras como dog, palabra que es muy fácil su significado.",5,"La variedad de formas de aprendizaje, desde completar oraciones hasta activar el micrófono y repetir la oración que se presenta en pantalla.",5,El juego tiene una interfaz muy dinámica y fácil de usar.,La variedad de ejercicios.,No encontré problemas ni dificultades.,Ajustar mas el nivel de ingles asignado a cada etapa.,Grammar Ninja,3,No es una herramienta muy intuitiva. Presenta varios elementos en pantalla lo cual genera carga cognitiva en el usuario.,4,"Algunos botones no tienen explicación de para que sirven y si bien es cierto que intentan mostrar al usuario para que sirven, no cumplen correctamente con esa función y te llevan de la pagina inicial a otra que igual ayuda a aprender pero no se entiende bien para que sirve esa sección.",3,"Hubieron instrucciones poco claras, aparte que para una persona que recién esta aprendiendo ingles no puede cambiar el idioma de la pagina por que no entendería que dice la pagina.",4,"El juego tiene varias modalidad pero generalmente al estar en una sola, uno es el que debe cambiar de modalidad, así no es variado en su totalidad.",4,Es agradable el uso de imágenes para comprender el contexto.,3,El juego confunde al usuario innecesariamente,Las imágenes y el listening.,Satura de información al usuario.,Una interfaz mas sencilla que no sature de contenido y figuras al usuario.,British Council Games,4,"No hay elementos complicados en la herramienta, sin embargo, no es tan amistosa a la vista, aun que si cumple con su objetivo.",2,"Compleja no, pero los colores y algunas figuras no encajan del todo con lo que quiere expresar.",1,No existen inconsistencias.,4,"Tiene un buen nivel de dificultad, pero no existe feedback con el usuario si se equivoca.",5,"Tiene variedad de juegos, y son sencillos de entender.",4,"Todo esta bien, salvo las figuras que aparecen pero aun así funciona, el problema es que saltaba publicidad frecuentemente.",Los diversos modos de juego y la dificultad.,Tiene mucha publicidad y la interfaz grafica no es muy agradable visualmente.,"Retirar la publicidad, o que no salga publicidad a cada rato y agregar elementos mas sencillos para que no se vea un poco saturado visualmente."
